province_state,country_region,date,confirmed,deaths,recovered,active,admin2
Yamaguchi,Japan,2021-02-17,1363,35,1197,131,
Yamanashi,Japan,2021-02-17,934,17,895,22,
Aichi,Japan,2022-01-06,107411,1161,,,
Akita,Japan,2022-01-06,1936,27,,,
Aomori,Japan,2022-01-06,5919,38,,,
Chiba,Japan,2022-01-06,100944,1028,,,
Ehime,Japan,2022-01-06,5427,82,,,
Fukui,Japan,2022-01-06,3131,38,,,
Fukuoka,Japan,2022-01-06,74968,627,,,
Fukushima,Japan,2022-01-06,9553,176,,,
Gifu,Japan,2022-01-06,19028,219,,,
Gunma,Japan,2022-01-06,17512,177,,,
Hiroshima,Japan,2022-01-06,22858,203,,,
Hokkaido,Japan,2022-01-06,61684,1475,,,
Hyogo,Japan,2022-01-06,79117,1398,,,
Ibaraki,Japan,2022-01-06,24554,220,,,
Ishikawa,Japan,2022-01-06,8072,137,,,
Iwate,Japan,2022-01-06,3506,53,,,
Kagawa,Japan,2022-01-06,4732,38,,,
Kagoshima,Japan,2022-01-06,9213,66,,,
Kanagawa,Japan,2022-01-06,170204,1319,,,
Kochi,Japan,2022-01-06,4182,33,,,
Kumamoto,Japan,2022-01-06,14426,136,,,
Kyoto,Japan,2022-01-06,36490,292,,,
Mie,Japan,2022-01-06,14835,163,,,
Miyagi,Japan,2022-01-06,16318,118,,,
Miyazaki,Japan,2022-01-06,6149,41,,,
Nagano,Japan,2022-01-06,9081,97,,,
Nagasaki,Japan,2022-01-06,6159,73,,,
Nara,Japan,2022-01-06,15827,149,,,
Niigata,Japan,2022-01-06,8309,63,,,
Oita,Japan,2022-01-06,8199,84,,,
Okayama,Japan,2022-01-06,15609,136,,,
Okinawa,Japan,2022-01-06,52724,398,,,
Osaka,Japan,2022-01-06,204869,3064,,,
Port Quarantine,Japan,2022-01-06,4463,4,,,
Saga,Japan,2022-01-06,5914,30,,,
Saitama,Japan,2022-01-06,116404,1059,,,
Shiga,Japan,2022-01-06,12706,104,,,
Shimane,Japan,2022-01-06,1800,5,,,
Shizuoka,Japan,2022-01-06,26972,209,,,
Tochigi,Japan,2022-01-06,15769,117,,,
Tokushima,Japan,2022-01-06,3300,66,,,
Tokyo,Japan,2022-01-06,384526,3175,,,
Tottori,Japan,2022-01-06,1700,5,,,
Toyama,Japan,2022-01-06,4872,52,,,
Unknown,Japan,2022-01-06,8,0,,,
Wakayama,Japan,2022-01-06,5323,62,,,
Yamagata,Japan,2022-01-06,3624,56,,,
Yamaguchi,Japan,2022-01-06,6305,93,,,
Yamanashi,Japan,2022-01-06,5205,29,,,
Aichi,Japan,2021-10-31,106713,1156,,,
Akita,Japan,2021-10-31,1908,27,,,
Aomori,Japan,2021-10-31,5897,38,,,
Chiba,Japan,2021-10-31,100343,1024,,,
Ehime,Japan,2021-10-31,5389,82,,,
Fukui,Japan,2021-10-31,3111,38,,,
Fukuoka,Japan,2021-10-31,74489,622,,,
Fukushima,Japan,2021-10-31,9484,175,,,
Gifu,Japan,2021-10-31,18788,218,,,
Gunma,Japan,2021-10-31,16818,177,,,
Hiroshima,Japan,2021-10-31,22073,202,,,
Hokkaido,Japan,2021-10-31,60749,1471,,,
Hyogo,Japan,2021-10-31,78679,1395,,,
Ibaraki,Japan,2021-10-31,24426,219,,,
Ishikawa,Japan,2021-10-31,7975,130,,,
Iwate,Japan,2021-10-31,3487,53,,,
Kagawa,Japan,2021-10-31,4703,38,,,
Kagoshima,Japan,2021-10-31,9103,68,,,
Kanagawa,Japan,2021-10-31,168991,1308,,,
Kochi,Japan,2021-10-31,4171,32,,,
Kumamoto,Japan,2021-10-31,14424,136,,,
Kyoto,Japan,2021-10-31,35964,291,,,
Mie,Japan,2021-10-31,14790,164,,,
Miyagi,Japan,2021-10-31,16316,118,,,
Miyazaki,Japan,2021-10-31,6138,41,,,
Nagano,Japan,2021-10-31,8872,96,,,
Nagasaki,Japan,2021-10-31,6117,73,,,
Nara,Japan,2021-10-31,15619,150,,,
Niigata,Japan,2021-10-31,8002,61,,,
Oita,Japan,2021-10-31,8201,84,,,
Okayama,Japan,2021-10-31,15302,136,,,
Okinawa,Japan,2021-10-31,50333,384,,,
Osaka,Japan,2021-10-31,202488,3045,,,
Port Quarantine,Japan,2021-10-31,4428,4,,,
Saga,Japan,2021-10-31,5868,30,,,
Saitama,Japan,2021-10-31,115721,1046,,,
Shiga,Japan,2021-10-31,12428,103,,,
Shimane,Japan,2021-10-31,1731,5,,,
Shizuoka,Japan,2021-10-31,26781,209,,,
Tochigi,Japan,2021-10-31,15465,116,,,
Tokushima,Japan,2021-10-31,3286,65,,,
Tokyo,Japan,2021-10-31,381655,3147,,,
Tottori,Japan,2021-10-31,1672,5,,,
Toyama,Japan,2021-10-31,4876,52,,,
Unknown,Japan,2021-10-31,8,0,,,
Wakayama,Japan,2021-10-31,5294,62,,,
Yamagata,Japan,2021-10-31,3579,57,,,
Yamaguchi,Japan,2021-10-31,5742,93,,,
Yamanashi,Japan,2021-10-31,5162,29,,,
Aichi,Japan,2021-09-18,103321,1101,,,
Akita,Japan,2021-09-18,1812,26,,,
Aomori,Japan,2021-09-18,5423,33,,,
Chiba,Japan,2021-09-18,98110,968,,,
Ehime,Japan,2021-09-18,5019,81,,,
Fukui,Japan,2021-09-18,2929,36,,,
Fukuoka,Japan,2021-09-18,73031,598,,,
Fukushima,Japan,2021-09-18,9356,173,,,
Gifu,Japan,2021-09-18,17954,208,,,
Gunma,Japan,2021-09-18,16333,169,,,
Hiroshima,Japan,2021-09-18,21175,191,,,
Hokkaido,Japan,2021-09-18,59649,1465,,,
Hyogo,Japan,2021-09-18,75749,1376,,,
Ibaraki,Japan,2021-09-18,23637,211,,,
Ishikawa,Japan,2021-09-18,7738,124,,,
Iwate,Japan,2021-09-18,3456,51,,,
Kagawa,Japan,2021-09-18,4634,36,,,
Kagoshima,Japan,2021-09-18,9000,63,,,
Kanagawa,Japan,2021-09-18,165260,1224,,,
Kochi,Japan,2021-09-18,4035,31,,,
Kumamoto,Japan,2021-09-18,14063,132,,,
Kyoto,Japan,2021-09-18,34911,260,,,
Mie,Japan,2021-09-18,14405,153,,,
Miyagi,Japan,2021-09-18,16018,113,,,
Miyazaki,Japan,2021-09-18,6046,39,,,
Nagano,Japan,2021-09-18,8585,95,,,
Nagasaki,Japan,2021-09-18,5877,71,,,
Nara,Japan,2021-09-18,15103,145,,,
Niigata,Japan,2021-09-18,7591,58,,,
Oita,Japan,2021-09-18,7920,77,,,
Okayama,Japan,2021-09-18,14949,135,,,
Okinawa,Japan,2021-09-18,48701,287,,,
Osaka,Japan,2021-09-18,195325,2914,,,
Port Quarantine,Japan,2021-09-18,4109,4,,,
Saga,Japan,2021-09-18,5673,29,,,
Saitama,Japan,2021-09-18,112939,971,,,
Shiga,Japan,2021-09-18,12018,98,,,
Shimane,Japan,2021-09-18,1556,2,,,
Shizuoka,Japan,2021-09-18,26217,197,,,
Tochigi,Japan,2021-09-18,14897,108,,,
Tokushima,Japan,2021-09-18,3182,64,,,
Tokyo,Japan,2021-09-18,371493,2781,,,
Tottori,Japan,2021-09-18,1635,5,,,
Toyama,Japan,2021-09-18,4741,48,,,
Unknown,Japan,2021-09-18,8,0,,,
Wakayama,Japan,2021-09-18,5139,59,,,
Yamagata,Japan,2021-09-18,3488,56,,,
Yamaguchi,Japan,2021-09-18,5492,88,,,
Yamanashi,Japan,2021-09-18,4982,29,,,
Aichi,Japan,2021-12-22,107013,1161,,,
Akita,Japan,2021-12-22,1934,27,,,
Aomori,Japan,2021-12-22,5901,38,,,
Chiba,Japan,2021-12-22,100600,1028,,,
Ehime,Japan,2021-12-22,5412,82,,,
Fukui,Japan,2021-12-22,3115,38,,,
Fukuoka,Japan,2021-12-22,74714,625,,,
Fukushima,Japan,2021-12-22,9495,176,,,
Gifu,Japan,2021-12-22,18935,219,,,
Gunma,Japan,2021-12-22,17229,176,,,
Hiroshima,Japan,2021-12-22,22177,202,,,
Hokkaido,Japan,2021-12-22,61309,1474,,,
Hyogo,Japan,2021-12-22,78800,1398,,,
Ibaraki,Japan,2021-12-22,24477,220,,,
Ishikawa,Japan,2021-12-22,8006,130,,,
Iwate,Japan,2021-12-22,3487,53,,,
Kagawa,Japan,2021-12-22,4702,38,,,
Kagoshima,Japan,2021-12-22,9115,66,,,
Kanagawa,Japan,2021-12-22,169596,1319,,,
Kochi,Japan,2021-12-22,4167,33,,,
Kumamoto,Japan,2021-12-22,14395,136,,,
Kyoto,Japan,2021-12-22,36051,292,,,
Mie,Japan,2021-12-22,14816,163,,,
Miyagi,Japan,2021-12-22,16288,118,,,
Miyazaki,Japan,2021-12-22,6139,41,,,
Nagano,Japan,2021-12-22,8914,97,,,
Nagasaki,Japan,2021-12-22,6120,73,,,
Nara,Japan,2021-12-22,15650,149,,,
Niigata,Japan,2021-12-22,8176,62,,,
Oita,Japan,2021-12-22,8187,84,,,
Okayama,Japan,2021-12-22,15553,136,,,
Okinawa,Japan,2021-12-22,50399,398,,,
Osaka,Japan,2021-12-22,203426,3064,,,
Port Quarantine,Japan,2021-12-22,4463,4,,,
Saga,Japan,2021-12-22,5866,30,,,
Saitama,Japan,2021-12-22,116000,1059,,,
Shiga,Japan,2021-12-22,12460,104,,,
Shimane,Japan,2021-12-22,1733,5,,,
Shizuoka,Japan,2021-12-22,26881,209,,,
Tochigi,Japan,2021-12-22,15530,117,,,
Tokushima,Japan,2021-12-22,3291,66,,,
Tokyo,Japan,2021-12-22,382642,3173,,,
Tottori,Japan,2021-12-22,1669,5,,,
Toyama,Japan,2021-12-22,4868,52,,,
Unknown,Japan,2021-12-22,8,0,,,
Wakayama,Japan,2021-12-22,5303,62,,,
Yamagata,Japan,2021-12-22,3606,56,,,
Yamaguchi,Japan,2021-12-22,5799,93,,,
Yamanashi,Japan,2021-12-22,5160,29,,,
Aichi,Japan,2022-08-24,1130444,2502,,,
Akita,Japan,2022-08-24,73463,86,,,
Aomori,Japan,2022-08-24,127860,186,,,
Chiba,Japan,2022-08-24,802000,2171,,,
Ehime,Japan,2022-08-24,125039,230,,,
Fukui,Japan,2022-08-24,88631,67,,,
Fukuoka,Japan,2022-08-24,923921,1630,,,
Fukushima,Japan,2022-08-24,138659,242,,,
Gifu,Japan,2022-08-24,230049,447,,,
Gunma,Japan,2022-08-24,189659,407,,,
Hiroshima,Japan,2022-08-24,330685,617,,,
Hokkaido,Japan,2022-08-24,613285,2326,,,
Hyogo,Japan,2022-08-24,847334,2563,,,
Ibaraki,Japan,2022-08-24,294545,547,,,
Ishikawa,Japan,2022-08-24,124736,217,,,
Iwate,Japan,2022-08-24,83754,143,,,
Kagawa,Japan,2022-08-24,110912,222,,,
Kagoshima,Japan,2022-08-24,235936,381,,,
Kanagawa,Japan,2022-08-24,1302934,2675,,,
Kochi,Japan,2022-08-24,74685,208,,,
Kumamoto,Japan,2022-08-24,274443,501,,,
Kyoto,Japan,2022-08-24,400720,854,,,
Mie,Japan,2022-08-24,196158,430,,,
Miyagi,Japan,2022-08-24,208437,284,,,
Miyazaki,Japan,2022-08-24,154366,249,,,
Nagano,Japan,2022-08-24,159330,254,,,
Nagasaki,Japan,2022-08-24,166637,221,,,
Nara,Japan,2022-08-24,180530,457,,,
Niigata,Japan,2022-08-24,177299,119,,,
Oita,Japan,2022-08-24,142485,251,,,
Okayama,Japan,2022-08-24,210612,332,,,
Okinawa,Japan,2022-08-24,456319,578,,,
Osaka,Japan,2022-08-24,1823116,5869,,,
Port Quarantine,Japan,2022-08-24,4463,4,,,
Saga,Japan,2022-08-24,130545,187,,,
Saitama,Japan,2022-08-24,1011490,1971,,,
Shiga,Japan,2022-08-24,187028,277,,,
Shimane,Japan,2022-08-24,64688,72,,,
Shizuoka,Japan,2022-08-24,393561,602,,,
Tochigi,Japan,2022-08-24,182984,404,,,
Tokushima,Japan,2022-08-24,66417,117,,,
Tokyo,Japan,2022-08-24,2811812,5138,,,
Tottori,Japan,2022-08-24,49264,46,,,
Toyama,Japan,2022-08-24,96586,131,,,
Unknown,Japan,2022-08-24,8,0,,,
Wakayama,Japan,2022-08-24,106180,189,,,
Yamagata,Japan,2022-08-24,72284,135,,,
Yamaguchi,Japan,2022-08-24,125770,298,,,
Yamanashi,Japan,2022-08-24,78955,111,,,
Aichi,Japan,2022-11-28,1548763,3074,,,
Akita,Japan,2022-11-28,140366,317,,,
Aomori,Japan,2022-11-28,195503,387,,,
Chiba,Japan,2022-11-28,1073005,2728,,,
Ehime,Japan,2022-11-28,191584,319,,,
Fukui,Japan,2022-11-28,137513,117,,,
Fukuoka,Japan,2022-11-28,1165751,2084,,,
Fukushima,Japan,2022-11-28,259865,340,,,
Gifu,Japan,2022-11-28,356588,690,,,
Gunma,Japan,2022-11-28,294708,591,,,
Hiroshima,Japan,2022-11-28,525995,859,,,
Hokkaido,Japan,2022-11-28,1048329,3194,,,
Hyogo,Japan,2022-11-28,1103280,2984,,,
Ibaraki,Japan,2022-11-28,433405,773,,,
Ishikawa,Japan,2022-11-28,197828,317,,,
Iwate,Japan,2022-11-28,151019,259,,,
Kagawa,Japan,2022-11-28,167089,323,,,
Kagoshima,Japan,2022-11-28,319636,561,,,
Kanagawa,Japan,2022-11-28,1689147,3154,,,
Kochi,Japan,2022-11-28,112288,325,,,
Kumamoto,Japan,2022-11-28,366067,689,,,
Kyoto,Japan,2022-11-28,522060,1161,,,
Mie,Japan,2022-11-28,297692,577,,,
Miyagi,Japan,2022-11-28,353765,507,,,
Miyazaki,Japan,2022-11-28,214373,403,,,
Nagano,Japan,2022-11-28,304190,450,,,
Nagasaki,Japan,2022-11-28,235129,351,,,
Nara,Japan,2022-11-28,254501,584,,,
Niigata,Japan,2022-11-28,306828,199,,,
Oita,Japan,2022-11-28,198497,404,,,
Okayama,Japan,2022-11-28,326652,456,,,
Okinawa,Japan,2022-11-28,518277,815,,,
Osaka,Japan,2022-11-28,2275542,6736,,,
Port Quarantine,Japan,2022-11-28,22118,8,,,
Saga,Japan,2022-11-28,175905,262,,,
Saitama,Japan,2022-11-28,1353225,2591,,,
Shiga,Japan,2022-11-28,269598,378,,,
Shimane,Japan,2022-11-28,104152,113,,,
Shizuoka,Japan,2022-11-28,570136,802,,,
Tochigi,Japan,2022-11-28,278466,581,,,
Tokushima,Japan,2022-11-28,106725,206,,,
Tokyo,Japan,2022-11-28,3497687,6162,,,
Tottori,Japan,2022-11-28,80191,104,,,
Toyama,Japan,2022-11-28,163492,201,,,
Unknown,Japan,2022-11-28,173,0,,,
Wakayama,Japan,2022-11-28,157380,293,,,
Yamagata,Japan,2022-11-28,160285,254,,,
Yamaguchi,Japan,2022-11-28,193828,417,,,
Yamanashi,Japan,2022-11-28,123220,189,,,
Aichi,Japan,2021-06-09,49387,847,44406,4134,
Akita,Japan,2021-06-09,761,18,723,20,
Aomori,Japan,2021-06-09,2440,29,2275,136,
Chiba,Japan,2021-06-09,37961,691,36289,981,
Ehime,Japan,2021-06-09,2738,74,2617,47,
Fukui,Japan,2021-06-09,1059,34,1000,25,
Fukuoka,Japan,2021-06-09,34826,491,31609,2726,
Fukushima,Japan,2021-06-09,4677,152,4357,168,
Gifu,Japan,2021-06-09,8998,170,8451,377,
Gunma,Japan,2021-06-09,7955,147,7591,217,
Hiroshima,Japan,2021-06-09,11095,145,10124,826,
Hokkaido,Japan,2021-06-09,39932,1241,33003,5688,
Hyogo,Japan,2021-06-09,40499,1239,38027,1233,
Ibaraki,Japan,2021-06-09,9997,157,9517,323,
Ishikawa,Japan,2021-06-09,3859,111,3529,219,
Iwate,Japan,2021-06-09,1534,46,1380,108,
Kagawa,Japan,2021-06-09,2048,25,1942,81,
Kagoshima,Japan,2021-06-09,3477,34,3265,178,
Kanagawa,Japan,2021-06-09,63432,917,60418,2097,
Kochi,Japan,2021-06-09,1629,21,1432,176,
Kumamoto,Japan,2021-06-09,6389,109,5945,335,
Kyoto,Japan,2021-06-09,16227,224,15409,594,
Mie,Japan,2021-06-09,5081,108,4829,144,
Miyagi,Japan,2021-06-09,9040,84,8717,239,
Miyazaki,Japan,2021-06-09,3042,25,2972,45,
Nagano,Japan,2021-06-09,4900,86,4720,94,
Nagasaki,Japan,2021-06-09,3018,68,2784,166,
Nara,Japan,2021-06-09,7929,120,7699,110,
Niigata,Japan,2021-06-09,3320,44,3090,186,
Oita,Japan,2021-06-09,3449,58,3227,164,
Okayama,Japan,2021-06-09,7509,115,6712,682,
Okinawa,Japan,2021-06-09,18994,157,16117,2720,
Osaka,Japan,2021-06-09,101274,2480,91014,7780,
Port Quarantine,Japan,2021-06-09,3019,3,2921,95,
Saga,Japan,2021-06-09,2547,24,2474,49,
Saitama,Japan,2021-06-09,44745,809,42581,1355,
Shiga,Japan,2021-06-09,5362,83,4893,386,
Shimane,Japan,2021-06-09,560,0,512,48,
Shizuoka,Japan,2021-06-09,8734,142,8093,499,
Tochigi,Japan,2021-06-09,6581,80,6218,283,
Tokushima,Japan,2021-06-09,1636,62,1553,21,
Tokyo,Japan,2021-06-09,164792,2112,158392,4288,
Tottori,Japan,2021-06-09,467,2,442,23,
Toyama,Japan,2021-06-09,1951,37,1775,139,
Unknown,Japan,2021-06-09,8,0,8,0,
Wakayama,Japan,2021-06-09,2642,44,2501,97,
Yamagata,Japan,2021-06-09,2010,47,1868,95,
Yamaguchi,Japan,2021-06-09,3035,69,2724,242,
Yamanashi,Japan,2021-06-09,1748,20,1506,222,
Aichi,Japan,2022-08-09,917917,2259,,,
Akita,Japan,2022-08-09,53734,79,,,
Aomori,Japan,2022-08-09,102885,152,,,
Chiba,Japan,2022-08-09,701494,1949,,,
Ehime,Japan,2022-08-09,87248,179,,,
Fukui,Japan,2022-08-09,68989,57,,,
Fukuoka,Japan,2022-08-09,754584,1432,,,
Fukushima,Japan,2022-08-09,102443,235,,,
Gifu,Japan,2022-08-09,177068,389,,,
Gunma,Japan,2022-08-09,154814,360,,,
Hiroshima,Japan,2022-08-09,248181,542,,,
Hokkaido,Japan,2022-08-09,512029,2206,,,
Hyogo,Japan,2022-08-09,693958,2389,,,
Ibaraki,Japan,2022-08-09,242930,498,,,
Ishikawa,Japan,2022-08-09,95257,207,,,
Iwate,Japan,2022-08-09,63163,118,,,
Kagawa,Japan,2022-08-09,82140,175,,,
Kagoshima,Japan,2022-08-09,175746,266,,,
Kanagawa,Japan,2022-08-09,1149104,2423,,,
Kochi,Japan,2022-08-09,52198,132,,,
Kumamoto,Japan,2022-08-09,219400,418,,,
Kyoto,Japan,2022-08-09,332343,786,,,
Mie,Japan,2022-08-09,148855,368,,,
Miyagi,Japan,2022-08-09,158863,235,,,
Miyazaki,Japan,2022-08-09,113223,203,,,
Nagano,Japan,2022-08-09,122938,227,,,
Nagasaki,Japan,2022-08-09,118894,161,,,
Nara,Japan,2022-08-09,145322,423,,,
Niigata,Japan,2022-08-09,132286,98,,,
Oita,Japan,2022-08-09,108737,202,,,
Okayama,Japan,2022-08-09,160627,282,,,
Okinawa,Japan,2022-08-09,400850,525,,,
Osaka,Japan,2022-08-09,1544590,5525,,,
Port Quarantine,Japan,2022-08-09,4463,4,,,
Saga,Japan,2022-08-09,101797,148,,,
Saitama,Japan,2022-08-09,864599,1758,,,
Shiga,Japan,2022-08-09,150170,244,,,
Shimane,Japan,2022-08-09,50444,55,,,
Shizuoka,Japan,2022-08-09,310027,504,,,
Tochigi,Japan,2022-08-09,149858,323,,,
Tokushima,Japan,2022-08-09,42181,94,,,
Tokyo,Japan,2022-08-09,2435861,4787,,,
Tottori,Japan,2022-08-09,35274,28,,,
Toyama,Japan,2022-08-09,69568,108,,,
Unknown,Japan,2022-08-09,8,0,,,
Wakayama,Japan,2022-08-09,79751,157,,,
Yamagata,Japan,2022-08-09,50436,109,,,
Yamaguchi,Japan,2022-08-09,88049,216,,,
Yamanashi,Japan,2022-08-09,60452,87,,,
Aichi,Japan,2020-10-23,5818,91,5406,321,
Akita,Japan,2020-10-23,61,0,59,2,
Aomori,Japan,2020-10-23,158,1,42,115,
Chiba,Japan,2020-10-23,4735,76,4259,400,
Ehime,Japan,2020-10-23,116,6,109,1,
Fukui,Japan,2020-10-23,256,11,237,8,
Fukuoka,Japan,2020-10-23,5178,101,4995,82,
Fukushima,Japan,2020-10-23,379,6,295,78,
Gifu,Japan,2020-10-23,668,11,625,32,
Gunma,Japan,2020-10-23,839,19,738,82,
Hiroshima,Japan,2020-10-23,651,5,622,24,
Hokkaido,Japan,2020-10-23,2692,108,2287,297,
Hyogo,Japan,2020-10-23,3079,60,2869,150,
Ibaraki,Japan,2020-10-23,737,19,687,31,
Ishikawa,Japan,2020-10-23,798,49,731,18,
Iwate,Japan,2020-10-23,27,0,23,4,
Kagawa,Japan,2020-10-23,102,2,94,6,
Kagoshima,Japan,2020-10-23,463,12,453,-2,
Kanagawa,Japan,2020-10-23,8255,161,7470,624,
Kochi,Japan,2020-10-23,140,4,136,0,
Kumamoto,Japan,2020-10-23,767,8,691,68,
Kyoto,Japan,2020-10-23,1966,30,1832,104,
Mie,Japan,2020-10-23,554,6,530,18,
Miyagi,Japan,2020-10-23,565,2,497,66,
Miyazaki,Japan,2020-10-23,366,1,365,0,
Nagano,Japan,2020-10-23,329,4,319,6,
Nagasaki,Japan,2020-10-23,243,3,236,4,
Nara,Japan,2020-10-23,624,9,589,26,
Niigata,Japan,2020-10-23,180,0,179,1,
Oita,Japan,2020-10-23,159,2,155,2,
Okayama,Japan,2020-10-23,194,1,162,31,
Okinawa,Japan,2020-10-23,3097,58,2698,341,
Osaka,Japan,2020-10-23,11880,232,11038,610,
Port Quarantine,Japan,2020-10-23,1121,1,514,606,
Saga,Japan,2020-10-23,251,1,251,,
Saitama,Japan,2020-10-23,5562,104,4994,464,
Shiga,Japan,2020-10-23,535,9,507,19,
Shimane,Japan,2020-10-23,140,0,140,0,
Shizuoka,Japan,2020-10-23,588,2,569,17,
Tochigi,Japan,2020-10-23,476,1,442,33,
Tokushima,Japan,2020-10-23,164,9,140,15,
Tokyo,Japan,2020-10-23,29722,442,27455,1825,
Tottori,Japan,2020-10-23,35,0,35,0,
Toyama,Japan,2020-10-23,422,26,396,0,
Unknown,Japan,2020-10-23,8,0,8,0,
Wakayama,Japan,2020-10-23,268,4,243,21,
Yamagata,Japan,2020-10-23,84,1,79,4,
Yamaguchi,Japan,2020-10-23,213,2,206,5,
Yamanashi,Japan,2020-10-23,203,6,193,4,
Aichi,Japan,2020-08-18,3843,46,2248,1549,
Akita,Japan,2020-08-18,44,0,26,18,
Aomori,Japan,2020-08-18,36,1,31,4,
Chiba,Japan,2020-08-18,2530,58,1931,541,
Ehime,Japan,2020-08-18,110,6,94,10,
Fukui,Japan,2020-08-18,155,8,141,6,
Fukuoka,Japan,2020-08-18,3729,45,2537,1147,
Fukushima,Japan,2020-08-18,109,0,90,19,
Gifu,Japan,2020-08-18,520,8,439,73,
Gunma,Japan,2020-08-18,322,19,178,125,
Hiroshima,Japan,2020-08-18,434,3,362,69,
Hokkaido,Japan,2020-08-18,1627,103,1388,136,
Hyogo,Japan,2020-08-18,1951,48,1557,346,
Ibaraki,Japan,2020-08-18,463,10,363,90,
Ishikawa,Japan,2020-08-18,486,29,312,145,
Iwate,Japan,2020-08-18,9,0,3,6,
Kagawa,Japan,2020-08-18,68,1,56,11,
Kagoshima,Japan,2020-08-18,335,7,249,79,
Kanagawa,Japan,2020-08-18,3990,106,3166,718,
Kochi,Japan,2020-08-18,103,3,80,20,
Kumamoto,Japan,2020-08-18,416,7,247,162,
Kyoto,Japan,2020-08-18,1164,21,898,245,
Mie,Japan,2020-08-18,287,2,180,105,
Miyagi,Japan,2020-08-18,186,2,173,11,
Miyazaki,Japan,2020-08-18,315,1,191,123,
Nagano,Japan,2020-08-18,151,0,119,32,
Nagasaki,Japan,2020-08-18,189,3,36,150,
Nara,Japan,2020-08-18,440,3,298,139,
Niigata,Japan,2020-08-18,132,0,121,11,
Oita,Japan,2020-08-18,120,1,80,39,
Okayama,Japan,2020-08-18,128,0,90,38,
Okinawa,Japan,2020-08-18,1692,14,1092,586,
Osaka,Japan,2020-08-18,7101,117,5179,1805,
Port Quarantine,Japan,2020-08-18,721,1,299,421,
Saga,Japan,2020-08-18,197,0,133,64,
Saitama,Japan,2020-08-18,3283,83,2625,575,
Shiga,Japan,2020-08-18,354,4,236,114,
Shimane,Japan,2020-08-18,132,0,29,103,
Shizuoka,Japan,2020-08-18,425,1,341,83,
Tochigi,Japan,2020-08-18,282,1,221,60,
Tokushima,Japan,2020-08-18,95,1,38,56,
Tokyo,Japan,2020-08-18,18092,344,14400,3348,
Tottori,Japan,2020-08-18,21,0,10,11,
Toyama,Japan,2020-08-18,323,22,242,59,
Unknown,Japan,2020-08-18,8,0,8,0,
Wakayama,Japan,2020-08-18,209,4,170,35,
Yamagata,Japan,2020-08-18,76,1,76,,
Yamaguchi,Japan,2020-08-18,84,0,65,19,
Yamanashi,Japan,2020-08-18,149,1,117,31,
Aichi,Japan,2022-11-13,1466136,3017,,,
Akita,Japan,2022-11-13,124357,288,,,
Aomori,Japan,2022-11-13,184453,349,,,
Chiba,Japan,2022-11-13,1017547,2693,,,
Ehime,Japan,2022-11-13,180513,300,,,
Fukui,Japan,2022-11-13,127303,104,,,
Fukuoka,Japan,2022-11-13,1131747,2058,,,
Fukushima,Japan,2022-11-13,227314,298,,,
Gifu,Japan,2022-11-13,326664,645,,,
Gunma,Japan,2022-11-13,269460,535,,,
Hiroshima,Japan,2022-11-13,489053,802,,,
Hokkaido,Japan,2022-11-13,929467,2885,,,
Hyogo,Japan,2022-11-13,1069624,2946,,,
Ibaraki,Japan,2022-11-13,403182,741,,,
Ishikawa,Japan,2022-11-13,183447,303,,,
Iwate,Japan,2022-11-13,130943,219,,,
Kagawa,Japan,2022-11-13,158606,315,,,
Kagoshima,Japan,2022-11-13,312745,554,,,
Kanagawa,Japan,2022-11-13,1602306,3103,,,
Kochi,Japan,2022-11-13,107274,313,,,
Kumamoto,Japan,2022-11-13,352854,671,,,
Kyoto,Japan,2022-11-13,503860,1141,,,
Mie,Japan,2022-11-13,279582,558,,,
Miyagi,Japan,2022-11-13,309090,447,,,
Miyazaki,Japan,2022-11-13,207320,395,,,
Nagano,Japan,2022-11-13,264372,383,,,
Nagasaki,Japan,2022-11-13,227003,342,,,
Nara,Japan,2022-11-13,237419,564,,,
Niigata,Japan,2022-11-13,274023,186,,,
Oita,Japan,2022-11-13,189168,406,,,
Okayama,Japan,2022-11-13,305738,431,,,
Okinawa,Japan,2022-11-13,513027,808,,,
Osaka,Japan,2022-11-13,2212237,6670,,,
Port Quarantine,Japan,2022-11-13,22118,8,,,
Saga,Japan,2022-11-13,167943,244,,,
Saitama,Japan,2022-11-13,1283438,2523,,,
Shiga,Japan,2022-11-13,255511,372,,,
Shimane,Japan,2022-11-13,95547,100,,,
Shizuoka,Japan,2022-11-13,541245,794,,,
Tochigi,Japan,2022-11-13,253946,544,,,
Tokushima,Japan,2022-11-13,101774,190,,,
Tokyo,Japan,2022-11-13,3358047,6061,,,
Tottori,Japan,2022-11-13,73425,92,,,
Toyama,Japan,2022-11-13,149396,192,,,
Unknown,Japan,2022-11-13,173,0,,,
Wakayama,Japan,2022-11-13,148879,276,,,
Yamagata,Japan,2022-11-13,139813,234,,,
Yamaguchi,Japan,2022-11-13,184058,410,,,
Yamanashi,Japan,2022-11-13,110708,175,,,
Aichi,Japan,2021-05-11,37761,644,31861,5256,
Akita,Japan,2021-05-11,620,9,460,151,
Aomori,Japan,2021-05-11,1838,26,1483,329,
Chiba,Japan,2021-05-11,34638,647,32546,1445,
Ehime,Japan,2021-05-11,2557,59,2205,293,
Fukui,Japan,2021-05-11,962,33,826,103,
Fukuoka,Japan,2021-05-11,27628,379,22080,5169,
