province_state,country_region,date,confirmed,deaths,recovered,active,admin2
Yamaguchi,Japan,2022-12-04,198850,430,,,
Yamanashi,Japan,2022-12-04,128766,197,,,
Aichi,Japan,2022-08-26,1157571,2542,,,
Akita,Japan,2022-08-26,76240,86,,,
Aomori,Japan,2022-08-26,132982,195,,,
Chiba,Japan,2022-08-26,818593,2196,,,
Ehime,Japan,2022-08-26,129812,240,,,
Fukui,Japan,2022-08-26,91308,71,,,
Fukuoka,Japan,2022-08-26,947162,1664,,,
Fukushima,Japan,2022-08-26,143940,242,,,
Gifu,Japan,2022-08-26,236633,462,,,
Gunma,Japan,2022-08-26,194565,411,,,
Hiroshima,Japan,2022-08-26,343249,626,,,
Hokkaido,Japan,2022-08-26,626230,2361,,,
Hyogo,Japan,2022-08-26,867718,2585,,,
Ibaraki,Japan,2022-08-26,302810,560,,,
Ishikawa,Japan,2022-08-26,129463,222,,,
Iwate,Japan,2022-08-26,86535,148,,,
Kagawa,Japan,2022-08-26,114854,232,,,
Kagoshima,Japan,2022-08-26,243575,399,,,
Kanagawa,Japan,2022-08-26,1319840,2711,,,
Kochi,Japan,2022-08-26,78302,216,,,
Kumamoto,Japan,2022-08-26,281586,513,,,
Kyoto,Japan,2022-08-26,409856,869,,,
Mie,Japan,2022-08-26,203264,440,,,
Miyagi,Japan,2022-08-26,214357,287,,,
Miyazaki,Japan,2022-08-26,159613,258,,,
Nagano,Japan,2022-08-26,164147,265,,,
Nagasaki,Japan,2022-08-26,173761,230,,,
Nara,Japan,2022-08-26,186296,462,,,
Niigata,Japan,2022-08-26,184049,119,,,
Oita,Japan,2022-08-26,146520,260,,,
Okayama,Japan,2022-08-26,218148,344,,,
Okinawa,Japan,2022-08-26,462636,593,,,
Osaka,Japan,2022-08-26,1855795,5923,,,
Port Quarantine,Japan,2022-08-26,4463,4,,,
Saga,Japan,2022-08-26,134081,187,,,
Saitama,Japan,2022-08-26,1030503,2006,,,
Shiga,Japan,2022-08-26,192299,284,,,
Shimane,Japan,2022-08-26,66412,73,,,
Shizuoka,Japan,2022-08-26,404054,616,,,
Tochigi,Japan,2022-08-26,187039,415,,,
Tokushima,Japan,2022-08-26,71226,118,,,
Tokyo,Japan,2022-08-26,2853364,5189,,,
Tottori,Japan,2022-08-26,51063,48,,,
Toyama,Japan,2022-08-26,100728,132,,,
Unknown,Japan,2022-08-26,8,0,,,
Wakayama,Japan,2022-08-26,109954,196,,,
Yamagata,Japan,2022-08-26,75582,139,,,
Yamaguchi,Japan,2022-08-26,130793,308,,,
Yamanashi,Japan,2022-08-26,81191,118,,,
Aichi,Japan,2022-08-10,936777,2282,,,
Akita,Japan,2022-08-10,55084,80,,,
Aomori,Japan,2022-08-10,104944,152,,,
Chiba,Japan,2022-08-10,709881,1969,,,
Ehime,Japan,2022-08-10,89759,181,,,
Fukui,Japan,2022-08-10,70260,58,,,
Fukuoka,Japan,2022-08-10,766844,1450,,,
Fukushima,Japan,2022-08-10,104996,235,,,
Gifu,Japan,2022-08-10,180871,391,,,
Gunma,Japan,2022-08-10,157580,364,,,
Hiroshima,Japan,2022-08-10,253552,543,,,
Hokkaido,Japan,2022-08-10,519802,2209,,,
Hyogo,Japan,2022-08-10,706197,2400,,,
Ibaraki,Japan,2022-08-10,245893,501,,,
Ishikawa,Japan,2022-08-10,97404,207,,,
Iwate,Japan,2022-08-10,64645,122,,,
Kagawa,Japan,2022-08-10,84022,178,,,
Kagoshima,Japan,2022-08-10,179734,271,,,
Kanagawa,Japan,2022-08-10,1162057,2448,,,
Kochi,Japan,2022-08-10,53643,139,,,
Kumamoto,Japan,2022-08-10,223760,425,,,
Kyoto,Japan,2022-08-10,338821,789,,,
Mie,Japan,2022-08-10,152742,370,,,
Miyagi,Japan,2022-08-10,163062,235,,,
Miyazaki,Japan,2022-08-10,116519,204,,,
Nagano,Japan,2022-08-10,125325,227,,,
Nagasaki,Japan,2022-08-10,122264,163,,,
Nara,Japan,2022-08-10,147599,424,,,
Niigata,Japan,2022-08-10,135706,98,,,
Oita,Japan,2022-08-10,111120,205,,,
Okayama,Japan,2022-08-10,163942,287,,,
Okinawa,Japan,2022-08-10,405913,530,,,
Osaka,Japan,2022-08-10,1568312,5558,,,
Port Quarantine,Japan,2022-08-10,4463,4,,,
Saga,Japan,2022-08-10,103784,149,,,
Saitama,Japan,2022-08-10,877632,1769,,,
Shiga,Japan,2022-08-10,152748,248,,,
Shimane,Japan,2022-08-10,51399,57,,,
Shizuoka,Japan,2022-08-10,317114,514,,,
Tochigi,Japan,2022-08-10,152526,325,,,
Tokushima,Japan,2022-08-10,43635,94,,,
Tokyo,Japan,2022-08-10,2470104,4804,,,
Tottori,Japan,2022-08-10,36281,29,,,
Toyama,Japan,2022-08-10,71463,111,,,
Unknown,Japan,2022-08-10,8,0,,,
Wakayama,Japan,2022-08-10,81473,157,,,
Yamagata,Japan,2022-08-10,51823,112,,,
Yamaguchi,Japan,2022-08-10,90532,216,,,
Yamanashi,Japan,2022-08-10,62021,89,,,
Aichi,Japan,2022-04-02,419954,1972,,,
Akita,Japan,2022-04-02,16876,47,,,
Aomori,Japan,2022-04-02,37445,84,,,
Chiba,Japan,2022-04-02,362789,1660,,,
Ehime,Japan,2022-04-02,25415,129,,,
Fukui,Japan,2022-04-02,21637,42,,,
Fukuoka,Japan,2022-04-02,306957,1135,,,
Fukushima,Japan,2022-04-02,36967,199,,,
Gifu,Japan,2022-04-02,68890,314,,,
Gunma,Japan,2022-04-02,71148,286,,,
Hiroshima,Japan,2022-04-02,98974,448,,,
Hokkaido,Japan,2022-04-02,227037,1935,,,
Hyogo,Japan,2022-04-02,337815,2111,,,
Ibaraki,Japan,2022-04-02,116314,380,,,
Ishikawa,Japan,2022-04-02,35151,185,,,
Iwate,Japan,2022-04-02,18745,77,,,
Kagawa,Japan,2022-04-02,30241,113,,,
Kagoshima,Japan,2022-04-02,45436,170,,,
Kanagawa,Japan,2022-04-02,609858,2032,,,
Kochi,Japan,2022-04-02,17347,101,,,
Kumamoto,Japan,2022-04-02,65736,273,,,
Kyoto,Japan,2022-04-02,157173,671,,,
Mie,Japan,2022-04-02,56736,267,,,
Miyagi,Japan,2022-04-02,59188,174,,,
Miyazaki,Japan,2022-04-02,26463,118,,,
Nagano,Japan,2022-04-02,45164,167,,,
Nagasaki,Japan,2022-04-02,34997,116,,,
Nara,Japan,2022-04-02,73955,349,,,
Niigata,Japan,2022-04-02,43806,90,,,
Oita,Japan,2022-04-02,33050,144,,,
Okayama,Japan,2022-04-02,63846,223,,,
Okinawa,Japan,2022-04-02,124639,441,,,
Osaka,Japan,2022-04-02,802145,4714,,,
Port Quarantine,Japan,2022-04-02,4463,4,,,
Saga,Japan,2022-04-02,32817,88,,,
Saitama,Japan,2022-04-02,435628,1396,,,
Shiga,Japan,2022-04-02,69928,192,,,
Shimane,Japan,2022-04-02,9657,11,,,
Shizuoka,Japan,2022-04-02,124138,379,,,
Tochigi,Japan,2022-04-02,63927,247,,,
Tokushima,Japan,2022-04-02,16325,79,,,
Tokyo,Japan,2022-04-02,1266028,4182,,,
Tottori,Japan,2022-04-02,9523,13,,,
Toyama,Japan,2022-04-02,28336,78,,,
Unknown,Japan,2022-04-02,8,0,,,
Wakayama,Japan,2022-04-02,28853,110,,,
Yamagata,Japan,2022-04-02,17972,79,,,
Yamaguchi,Japan,2022-04-02,29967,164,,,
Yamanashi,Japan,2022-04-02,23957,64,,,
Aichi,Japan,2020-08-02,2141,35,578,1528,
Akita,Japan,2020-08-02,18,0,16,2,
Aomori,Japan,2020-08-02,35,1,30,4,
Chiba,Japan,2020-08-02,1781,49,1237,495,
Ehime,Japan,2020-08-02,95,5,82,8,
Fukui,Japan,2020-08-02,140,8,117,15,
Fukuoka,Japan,2020-08-02,2189,34,1062,1093,
Fukushima,Japan,2020-08-02,89,0,84,5,
Gifu,Japan,2020-08-02,351,7,206,138,
Gunma,Japan,2020-08-02,192,19,141,32,
Hiroshima,Japan,2020-08-02,354,3,226,125,
Hokkaido,Japan,2020-08-02,1444,103,1243,98,
Hyogo,Japan,2020-08-02,1313,45,912,356,
Ibaraki,Japan,2020-08-02,322,10,223,89,
Ishikawa,Japan,2020-08-02,323,27,276,20,
Iwate,Japan,2020-08-02,4,0,0,4,
Kagawa,Japan,2020-08-02,46,0,42,4,
Kagoshima,Japan,2020-08-02,256,1,154,101,
Kanagawa,Japan,2020-08-02,2618,99,2106,413,
Kochi,Japan,2020-08-02,81,3,73,5,
Kumamoto,Japan,2020-08-02,236,3,52,181,
Kyoto,Japan,2020-08-02,826,20,528,278,
Mie,Japan,2020-08-02,123,1,53,69,
Miyagi,Japan,2020-08-02,168,1,143,24,
Miyazaki,Japan,2020-08-02,187,0,21,166,
Nagano,Japan,2020-08-02,117,0,83,34,
Nagasaki,Japan,2020-08-02,112,2,32,78,
Nara,Japan,2020-08-02,264,2,179,83,
Niigata,Japan,2020-08-02,115,0,89,26,
Oita,Japan,2020-08-02,69,1,59,9,
Okayama,Japan,2020-08-02,88,0,50,38,
Okinawa,Japan,2020-08-02,520,7,148,365,
Osaka,Japan,2020-08-02,4446,90,2820,1536,
Port Quarantine,Japan,2020-08-02,607,1,236,370,
Saga,Japan,2020-08-02,93,0,58,35,
Saitama,Japan,2020-08-02,2464,74,1819,571,
Shiga,Japan,2020-08-02,184,1,125,58,
Shimane,Japan,2020-08-02,29,0,26,3,
Shizuoka,Japan,2020-08-02,310,1,128,181,
Tochigi,Japan,2020-08-02,199,0,142,57,
Tokushima,Japan,2020-08-02,28,1,8,19,
Tokyo,Japan,2020-08-02,13465,332,9615,3518,
Tottori,Japan,2020-08-02,18,0,5,13,
Toyama,Japan,2020-08-02,244,22,210,12,
Unknown,Japan,2020-08-02,8,0,8,0,
Wakayama,Japan,2020-08-02,167,3,108,56,
Yamagata,Japan,2020-08-02,76,1,75,0,
Yamaguchi,Japan,2020-08-02,58,0,41,17,
Yamanashi,Japan,2020-08-02,103,1,79,23,
Aichi,Japan,2021-04-30,33481,620,29105,3756,
Akita,Japan,2021-04-30,455,9,368,78,
Aomori,Japan,2021-04-30,1576,22,1268,286,
Chiba,Japan,2021-04-30,33153,621,31179,1353,
Ehime,Japan,2021-04-30,2332,40,1897,395,
Fukui,Japan,2021-04-30,875,33,692,150,
Fukuoka,Japan,2021-04-30,23443,357,19712,3374,
Fukushima,Japan,2021-04-30,3373,120,2848,405,
Gifu,Japan,2021-04-30,5754,127,5258,369,
Gunma,Japan,2021-04-30,6015,104,5419,492,
Hiroshima,Japan,2021-04-30,6016,108,5382,526,
Hokkaido,Japan,2021-04-30,24163,860,21501,1802,
Hyogo,Japan,2021-04-30,31604,671,25099,5834,
Ibaraki,Japan,2021-04-30,8151,133,7398,620,
Ishikawa,Japan,2021-04-30,2499,72,2084,343,
Iwate,Japan,2021-04-30,912,31,751,130,
Kagawa,Japan,2021-04-30,1259,22,1046,191,
Kagoshima,Japan,2021-04-30,2123,30,1961,132,
Kanagawa,Japan,2021-04-30,53593,815,50598,2180,
Kochi,Japan,2021-04-30,1041,20,944,77,
Kumamoto,Japan,2021-04-30,4153,79,3557,517,
Kyoto,Japan,2021-04-30,12518,185,10560,1773,
Mie,Japan,2021-04-30,3764,81,3158,525,
Miyagi,Japan,2021-04-30,8087,66,7413,608,
Miyazaki,Japan,2021-04-30,2208,21,2021,166,
Nagano,Japan,2021-04-30,3853,67,3469,317,
Nagasaki,Japan,2021-04-30,2077,41,1703,333,
Nara,Japan,2021-04-30,6085,77,4989,1019,
Niigata,Japan,2021-04-30,2288,24,1861,403,
Oita,Japan,2021-04-30,1855,26,1356,473,
Okayama,Japan,2021-04-30,3946,43,2907,996,
Okinawa,Japan,2021-04-30,12510,137,11129,1244,
Osaka,Japan,2021-04-30,81163,1452,59399,20312,
Port Quarantine,Japan,2021-04-30,2697,3,2566,128,
Saga,Japan,2021-04-30,1617,14,1374,229,
Saitama,Japan,2021-04-30,37849,745,34589,2515,
Shiga,Japan,2021-04-30,3727,61,3119,547,
Shimane,Japan,2021-04-30,353,0,306,47,
Shizuoka,Japan,2021-04-30,6464,120,6013,331,
Tochigi,Japan,2021-04-30,5359,72,5017,270,
Tokushima,Japan,2021-04-30,1295,42,882,371,
Tokyo,Japan,2021-04-30,139144,1875,129953,7316,
Tottori,Japan,2021-04-30,374,2,298,74,
Toyama,Japan,2021-04-30,1324,29,1127,168,
Unknown,Japan,2021-04-30,8,0,8,0,
Wakayama,Japan,2021-04-30,2158,26,1751,381,
Yamagata,Japan,2021-04-30,1520,33,1293,194,
Yamaguchi,Japan,2021-04-30,1835,44,1503,288,
Yamanashi,Japan,2021-04-30,1215,19,1060,136,
Aichi,Japan,2020-12-01,10321,109,8307,1905,
Akita,Japan,2020-12-01,90,1,75,14,
Aomori,Japan,2020-12-01,299,6,267,26,
Chiba,Japan,2020-12-01,7083,88,6037,958,
Ehime,Japan,2020-12-01,320,6,160,154,
Fukui,Japan,2020-12-01,319,11,283,25,
Fukuoka,Japan,2020-12-01,5855,107,5388,360,
Fukushima,Japan,2020-12-01,508,7,441,60,
Gifu,Japan,2020-12-01,1093,15,879,199,
Gunma,Japan,2020-12-01,1239,20,988,231,
Hiroshima,Japan,2020-12-01,870,6,714,150,
Hokkaido,Japan,2020-12-01,9064,195,6206,2663,
Hyogo,Japan,2020-12-01,5756,82,4747,927,
Ibaraki,Japan,2020-12-01,1612,24,1181,407,
Ishikawa,Japan,2020-12-01,859,51,783,25,
Iwate,Japan,2020-12-01,204,4,98,102,
Kagawa,Japan,2020-12-01,149,2,121,26,
Kagoshima,Japan,2020-12-01,632,15,571,46,
Kanagawa,Japan,2020-12-01,12740,195,11011,1534,
Kochi,Japan,2020-12-01,157,4,143,10,
Kumamoto,Japan,2020-12-01,1040,14,921,105,
Kyoto,Japan,2020-12-01,2692,38,2359,295,
Mie,Japan,2020-12-01,864,6,638,220,
Miyagi,Japan,2020-12-01,1223,9,1034,180,
Miyazaki,Japan,2020-12-01,512,1,408,103,
Nagano,Japan,2020-12-01,735,6,587,142,
Nagasaki,Japan,2020-12-01,273,3,249,21,
Nara,Japan,2020-12-01,1145,11,932,202,
Niigata,Japan,2020-12-01,336,0,234,102,
Oita,Japan,2020-12-01,309,3,203,103,
Okayama,Japan,2020-12-01,609,11,363,235,
Okinawa,Japan,2020-12-01,4359,71,3859,429,
Osaka,Japan,2020-12-01,20592,294,15815,4483,
Port Quarantine,Japan,2020-12-01,1541,1,1367,173,
Saga,Japan,2020-12-01,311,2,287,22,
Saitama,Japan,2020-12-01,8537,141,7122,1274,
Shiga,Japan,2020-12-01,793,9,698,86,
Shimane,Japan,2020-12-01,148,0,141,7,
Shizuoka,Japan,2020-12-01,1710,10,1042,658,
Tochigi,Japan,2020-12-01,664,2,535,127,
Tokushima,Japan,2020-12-01,181,9,164,8,
Tokyo,Japan,2020-12-01,41360,477,36413,4470,
Tottori,Japan,2020-12-01,59,0,52,7,
Toyama,Japan,2020-12-01,460,26,412,22,
Unknown,Japan,2020-12-01,8,0,8,0,
Wakayama,Japan,2020-12-01,462,6,363,93,
Yamagata,Japan,2020-12-01,138,1,101,36,
Yamaguchi,Japan,2020-12-01,392,2,303,87,
Yamanashi,Japan,2020-12-01,353,8,294,51,
Aichi,Japan,2022-03-10,361067,1796,,,
Akita,Japan,2022-03-10,11723,40,,,
Aomori,Japan,2022-03-10,26047,75,,,
Chiba,Japan,2022-03-10,302837,1476,,,
Ehime,Japan,2022-03-10,19724,122,,,
Fukui,Japan,2022-03-10,16375,40,,,
Fukuoka,Japan,2022-03-10,259639,1038,,,
Fukushima,Japan,2022-03-10,27975,189,,,
Gifu,Japan,2022-03-10,58298,293,,,
Gunma,Japan,2022-03-10,57925,265,,,
Hiroshima,Japan,2022-03-10,81089,423,,,
Hokkaido,Japan,2022-03-10,190266,1844,,,
Hyogo,Japan,2022-03-10,292572,1955,,,
Ibaraki,Japan,2022-03-10,86750,333,,,
Ishikawa,Japan,2022-03-10,28728,178,,,
Iwate,Japan,2022-03-10,13424,64,,,
Kagawa,Japan,2022-03-10,22522,87,,,
Kagoshima,Japan,2022-03-10,35025,138,,,
Kanagawa,Japan,2022-03-10,511171,1849,,,
Kochi,Japan,2022-03-10,13915,90,,,
Kumamoto,Japan,2022-03-10,55079,255,,,
Kyoto,Japan,2022-03-10,136964,516,,,
Mie,Japan,2022-03-10,46517,256,,,
Miyagi,Japan,2022-03-10,46893,157,,,
Miyazaki,Japan,2022-03-10,20727,102,,,
Nagano,Japan,2022-03-10,34601,156,,,
Nagasaki,Japan,2022-03-10,29462,111,,,
Nara,Japan,2022-03-10,63718,306,,,
Niigata,Japan,2022-03-10,32983,80,,,
Oita,Japan,2022-03-10,26854,111,,,
Okayama,Japan,2022-03-10,54197,212,,,
Okinawa,Japan,2022-03-10,107310,430,,,
Osaka,Japan,2022-03-10,714281,4236,,,
Port Quarantine,Japan,2022-03-10,4463,4,,,
Saga,Japan,2022-03-10,26557,68,,,
Saitama,Japan,2022-03-10,354410,1234,,,
Shiga,Japan,2022-03-10,56904,161,,,
Shimane,Japan,2022-03-10,7385,8,,,
Shizuoka,Japan,2022-03-10,101666,363,,,
Tochigi,Japan,2022-03-10,51285,220,,,
Tokushima,Japan,2022-03-10,13236,76,,,
Tokyo,Japan,2022-03-10,1096599,3897,,,
Tottori,Japan,2022-03-10,7675,10,,,
Toyama,Japan,2022-03-10,22201,68,,,
Unknown,Japan,2022-03-10,8,0,,,
Wakayama,Japan,2022-03-10,24856,106,,,
Yamagata,Japan,2022-03-10,13746,75,,,
Yamaguchi,Japan,2022-03-10,24095,148,,,
Yamanashi,Japan,2022-03-10,19074,57,,,
Aichi,Japan,2022-05-29,540165,2062,,,
Akita,Japan,2022-05-29,30251,67,,,
Aomori,Japan,2022-05-29,57490,104,,,
Chiba,Japan,2022-05-29,448607,1777,,,
Ehime,Japan,2022-05-29,39254,139,,,
Fukui,Japan,2022-05-29,34951,45,,,
Fukuoka,Japan,2022-05-29,423327,1251,,,
Fukushima,Japan,2022-05-29,63206,222,,,
Gifu,Japan,2022-05-29,99123,334,,,
Gunma,Japan,2022-05-29,94022,319,,,
Hiroshima,Japan,2022-05-29,156250,485,,,
Hokkaido,Japan,2022-05-29,356972,2060,,,
Hyogo,Japan,2022-05-29,423349,2231,,,
Ibaraki,Japan,2022-05-29,158294,438,,,
Ishikawa,Japan,2022-05-29,55390,195,,,
Iwate,Japan,2022-05-29,34478,90,,,
Kagawa,Japan,2022-05-29,47886,124,,,
Kagoshima,Japan,2022-05-29,82083,198,,,
Kanagawa,Japan,2022-05-29,751903,2198,,,
Kochi,Japan,2022-05-29,27412,113,,,
Kumamoto,Japan,2022-05-29,97568,290,,,
Kyoto,Japan,2022-05-29,202812,716,,,
Mie,Japan,2022-05-29,81749,300,,,
Miyagi,Japan,2022-05-29,86418,196,,,
Miyazaki,Japan,2022-05-29,52375,142,,,
Nagano,Japan,2022-05-29,73033,193,,,
Nagasaki,Japan,2022-05-29,58129,124,,,
Nara,Japan,2022-05-29,90828,386,,,
Niigata,Japan,2022-05-29,71479,91,,,
Oita,Japan,2022-05-29,53639,160,,,
Okayama,Japan,2022-05-29,97495,247,,,
Okinawa,Japan,2022-05-29,213314,459,,,
Osaka,Japan,2022-05-29,970959,5040,,,
Port Quarantine,Japan,2022-05-29,4463,4,,,
Saga,Japan,2022-05-29,52068,105,,,
Saitama,Japan,2022-05-29,549075,1593,,,
Shiga,Japan,2022-05-29,90332,219,,,
Shimane,Japan,2022-05-29,16824,15,,,
Shizuoka,Japan,2022-05-29,169390,409,,,
Tochigi,Japan,2022-05-29,90655,272,,,
Tokushima,Japan,2022-05-29,22029,82,,,
Tokyo,Japan,2022-05-29,1536693,4493,,,
Tottori,Japan,2022-05-29,14997,20,,,
Toyama,Japan,2022-05-29,37141,93,,,
Unknown,Japan,2022-05-29,8,0,,,
Wakayama,Japan,2022-05-29,41967,117,,,
Yamagata,Japan,2022-05-29,28330,94,,,
Yamaguchi,Japan,2022-05-29,44288,176,,,
Yamanashi,Japan,2022-05-29,32415,68,,,
Aichi,Japan,2023-01-09,1922762,3641,,,
Akita,Japan,2023-01-09,184553,508,,,
Aomori,Japan,2023-01-09,260813,553,,,
Chiba,Japan,2023-01-09,1342021,3105,,,
Ehime,Japan,2023-01-09,274442,491,,,
Fukui,Japan,2023-01-09,180171,156,,,
Fukuoka,Japan,2023-01-09,1447422,2493,,,
Fukushima,Japan,2023-01-09,360858,487,,,
Gifu,Japan,2023-01-09,479468,897,,,
Gunma,Japan,2023-01-09,395788,871,,,
Hiroshima,Japan,2023-01-09,710092,1064,,,
Hokkaido,Japan,2023-01-09,1262323,4155,,,
Hyogo,Japan,2023-01-09,1336156,3312,,,
Ibaraki,Japan,2023-01-09,569218,1029,,,
Ishikawa,Japan,2023-01-09,251823,415,,,
Iwate,Japan,2023-01-09,211561,463,,,
Kagawa,Japan,2023-01-09,221075,477,,,
Kagoshima,Japan,2023-01-09,392912,643,,,
Kanagawa,Japan,2023-01-09,2058723,3676,,,
Kochi,Japan,2023-01-09,147061,451,,,
Kumamoto,Japan,2023-01-09,482890,977,,,
Kyoto,Japan,2023-01-09,624186,1349,,,
Mie,Japan,2023-01-09,397807,751,,,
Miyagi,Japan,2023-01-09,488128,780,,,
Miyazaki,Japan,2023-01-09,285163,559,,,
Nagano,Japan,2023-01-09,405217,712,,,
Nagasaki,Japan,2023-01-09,299704,457,,,
Nara,Japan,2023-01-09,314672,685,,,
Niigata,Japan,2023-01-09,414043,297,,,
Oita,Japan,2023-01-09,268657,523,,,
Okayama,Japan,2023-01-09,434301,638,,,
Okinawa,Japan,2023-01-09,555416,841,,,
Osaka,Japan,2023-01-09,2636845,7360,,,
Port Quarantine,Japan,2023-01-09,22118,8,,,
Saga,Japan,2023-01-09,235778,376,,,
Saitama,Japan,2023-01-09,1670491,3069,,,
Shiga,Japan,2023-01-09,335798,511,,,
Shimane,Japan,2023-01-09,146628,210,,,
Shizuoka,Japan,2023-01-09,747936,997,,,
Tochigi,Japan,2023-01-09,374889,844,,,
Tokushima,Japan,2023-01-09,142699,304,,,
Tokyo,Japan,2023-01-09,4110682,6997,,,
Tottori,Japan,2023-01-09,121130,180,,,
Toyama,Japan,2023-01-09,212952,265,,,
Unknown,Japan,2023-01-09,173,0,,,
Wakayama,Japan,2023-01-09,209146,408,,,
Yamagata,Japan,2023-01-09,207982,321,,,
Yamaguchi,Japan,2023-01-09,269476,590,,,
Yamanashi,Japan,2023-01-09,166870,270,,,
Aichi,Japan,2023-02-27,2093923,4242,,,
Akita,Japan,2023-02-27,198061,583,,,
Aomori,Japan,2023-02-27,277122,639,,,
Chiba,Japan,2023-02-27,1452862,3825,,,
Ehime,Japan,2023-02-27,312400,675,,,
Fukui,Japan,2023-02-27,198143,195,,,
Fukuoka,Japan,2023-02-27,1575362,3137,,,
Fukushima,Japan,2023-02-27,398536,813,,,
Gifu,Japan,2023-02-27,535940,1089,,,
Gunma,Japan,2023-02-27,435997,1063,,,
Hiroshima,Japan,2023-02-27,792992,1332,,,
Hokkaido,Japan,2023-02-27,1329210,4506,,,
Hyogo,Japan,2023-02-27,1457296,3774,,,
Ibaraki,Japan,2023-02-27,632489,1269,,,
Ishikawa,Japan,2023-02-27,275991,489,,,
Iwate,Japan,2023-02-27,232429,602,,,
Kagawa,Japan,2023-02-27,250243,607,,,
Kagoshima,Japan,2023-02-27,437939,865,,,
Kanagawa,Japan,2023-02-27,2202334,4220,,,
Kochi,Japan,2023-02-27,167536,581,,,
Kumamoto,Japan,2023-02-27,530929,1279,,,
Kyoto,Japan,2023-02-27,672523,1628,,,
Mie,Japan,2023-02-27,455672,1029,,,
Miyagi,Japan,2023-02-27,531439,931,,,
Miyazaki,Japan,2023-02-27,317872,767,,,
Nagano,Japan,2023-02-27,451902,842,,,
Nagasaki,Japan,2023-02-27,333943,627,,,
Nara,Japan,2023-02-27,343461,839,,,
Niigata,Japan,2023-02-27,449737,422,,,
Oita,Japan,2023-02-27,300636,752,,,
Okayama,Japan,2023-02-27,487243,828,,,
Okinawa,Japan,2023-02-27,575233,917,,,
Osaka,Japan,2023-02-27,2812474,8360,,,
Port Quarantine,Japan,2023-02-27,22118,8,,,
Saga,Japan,2023-02-27,259252,484,,,
Saitama,Japan,2023-02-27,1786094,3830,,,
Shiga,Japan,2023-02-27,370784,661,,,
Shimane,Japan,2023-02-27,165637,293,,,
Shizuoka,Japan,2023-02-27,858638,1360,,,
Tochigi,Japan,2023-02-27,417687,1045,,,
Tokushima,Japan,2023-02-27,164361,405,,,
Tokyo,Japan,2023-02-27,4315268,7968,,,
Tottori,Japan,2023-02-27,139637,255,,,
Toyama,Japan,2023-02-27,234464,306,,,
Unknown,Japan,2023-02-27,173,0,,,
Wakayama,Japan,2023-02-27,236656,510,,,
Yamagata,Japan,2023-02-27,223500,354,,,
Yamaguchi,Japan,2023-02-27,310144,733,,,
Yamanashi,Japan,2023-02-27,188156,389,,,
Aichi,Japan,2021-07-30,53862,1008,50970,1884,
Akita,Japan,2021-07-30,1013,20,955,38,
Aomori,Japan,2021-07-30,2676,31,2550,95,
Chiba,Japan,2021-07-30,48371,734,43487,4150,
Ehime,Japan,2021-07-30,2910,77,2717,116,
Fukui,Japan,2021-07-30,1578,36,1382,160,
Fukuoka,Japan,2021-07-30,38912,536,35857,2519,
Fukushima,Japan,2021-07-30,5674,162,5030,482,
Gifu,Japan,2021-07-30,9571,188,9392,-9,
Gunma,Japan,2021-07-30,8662,156,8045,461,
Hiroshima,Japan,2021-07-30,12079,179,11532,368,
Hokkaido,Japan,2021-07-30,44140,1424,41049,1667,
Hyogo,Japan,2021-07-30,43820,1316,40506,1998,
Ibaraki,Japan,2021-07-30,12300,167,11037,1096,
Ishikawa,Japan,2021-07-30,5021,119,4125,777,
Iwate,Japan,2021-07-30,1981,47,1805,129,
Kagawa,Japan,2021-07-30,2230,32,2107,91,
Kagoshima,Japan,2021-07-30,3947,41,3772,134,
Kanagawa,Japan,2021-07-30,81839,986,73793,7060,
Kochi,Japan,2021-07-30,2077,29,1936,112,
Kumamoto,Japan,2021-07-30,6933,122,6450,361,
Kyoto,Japan,2021-07-30,18148,249,16897,1002,
Mie,Japan,2021-07-30,5718,115,5507,96,
Miyagi,Japan,2021-07-30,9888,91,9471,326,
Miyazaki,Japan,2021-07-30,3214,27,3089,98,
Nagano,Japan,2021-07-30,5253,94,5077,82,
Nagasaki,Japan,2021-07-30,3445,69,3211,165,
Nara,Japan,2021-07-30,8864,134,8490,240,
Niigata,Japan,2021-07-30,3966,54,3544,368,
Oita,Japan,2021-07-30,3645,64,3463,118,
Okayama,Japan,2021-07-30,8120,127,7518,475,
Okinawa,Japan,2021-07-30,24404,237,21722,2445,
Osaka,Japan,2021-07-30,113102,2721,103524,6857,
Port Quarantine,Japan,2021-07-30,3494,4,3288,202,
Saga,Japan,2021-07-30,2737,25,2618,94,
Saitama,Japan,2021-07-30,55964,849,48205,6910,
Shiga,Japan,2021-07-30,5985,93,5611,281,
Shimane,Japan,2021-07-30,725,2,595,128,
Shizuoka,Japan,2021-07-30,10728,156,9626,946,
Tochigi,Japan,2021-07-30,8166,85,7346,735,
Tokushima,Japan,2021-07-30,1778,63,1644,71,
Tokyo,Japan,2021-07-30,213978,2290,189412,22276,
Tottori,Japan,2021-07-30,760,2,530,228,
Toyama,Japan,2021-07-30,2268,38,2055,175,
Unknown,Japan,2021-07-30,8,0,8,0,
Wakayama,Japan,2021-07-30,2938,49,2657,232,
Yamagata,Japan,2021-07-30,2156,48,2034,74,
Yamaguchi,Japan,2021-07-30,3283,80,3111,92,
Yamanashi,Japan,2021-07-30,2387,21,2181,185,
,Japan,2020-03-25,1307,45,310,952,
